name,house_number,road,postcode,locality,region,country,country_code
Clarendale of Algonquin,2001,West Algonquin Road,60102,Algonquin,IL,,
Tryon Depot,22,Depot Street,28782,Tryon,NC,United States,
,83,Yarra St,3220,Geelong,VIC,Australia,
Aqualux Hotel Spa & Suite,24,Via Europa Unita,37011,Bardolino,Venetien,IT,it
Residence Inn by Marriott Raleigh Crabtree Valley,2200,Summit Park Ln,,Raleigh,,US,us
Walliserhof,43,Gufer,6708,Brand,,Østrig,
Hampton Inn & Suites Bloomfield Hills Detroit,1951,S. Telegraph Rd,48302,Bloomfield Hills,Michigan,Estados Unidos,
,13250,Technology Dr,55344,Eden Prairie,MN,,
America's Inns & Suites Willowbrook,8711,Fm 1960 W,77070,Houston,TX,US,us
Residence Inn Portland Downtown Riverplace,2115,Sw River Parkway,97201,Portland,Oregon,United States,
,273,Av. Pedro De Valdivia,,Providencia,Región Metropolitana,CL,cl
Real Colonia Hotel & Suites,001,Gonzalez Moreno,70000,Colonia del Sacramento,Colonia,Uruguay,
,45,Ulmer Straße,86356,Neusäß-Steppach,Bayern,,
Hotel de France Wiesbaden City,49,Taunusstraße,65183,Wiesbaden,Hesse,Germany,
TheWesley,81-103,Euston Street,NW1 2EZ,London,England,United Kingdom,
"Bath Arms, Warminster",41,Market Place,BA12 9AZ,Warminster,,,
DeFelice Dental,1900,N Causeway Blvd,70001,Metairie,LA,,
Public Storage,1265,Hillcrest Road,36695,Mobile,AL,US,us
Hampton Inn Charlotte-Gastonia,1859,Remount Road,28054,Gastonia,North Carolina,United States,
Shamokin Area High School,2000,W State St,17866,Coal Township,PA,US,us
La Côte et l'Arête,25,Avenue Ernest-Cristal,63000,Clermont-Ferrand,,,
,472,Rua Jorge Americano,05083-130,São Paulo,Alto da Lapa,Brasil,
,1,An Den Havelbergen,17237,Groß Quassow,Mecklenburg-Vorpommern,Germany,
Days Inn By Wyndham San Antonio Splashtown/Att Center,3443,North Pan Am Expressway,78219,San Antonio,Texas,Estados Unidos,
,144,Weesperzijde,1091 ET,Amsterdam,,,
Saarländischer Städte- und Gemeindetag,9,Talstraße,66119,Saarbrücken,,,
,5,Markt,5691AR,Son en Breugel,Noord-Brabant,,
,921,Sw Washington Street,97205,Portland,Oregon,,
Reisemobilpartner Lippe Friedrich Rebbe e. K.,58,Wilberger Str.,,Horn-Bad Meinberg,,,
,13,Plaza De Santo Domingo,,Madrid,,,
Eetcafé De Tijd,53,De Lind,5061 HT,Oisterwijk,,NL,nl
,7,Place Sainte-Scarbes,31000,Toulouse,,France,
,8655,Arlington Avenue,92503,Riverside,CA,US,us
Bryn Coed Preserve,1869,Flint Road,19425,Chester Springs,PA,United States,
Цена на номер VIP Люкс в отеле «Печоры-Парк» г. Печоры,2 Б,Улица Гагарина,181500,Печоры,Псковская область,Россия,
New Generation Hostel Milan Center,3,Via Renzo Bertoni,,Mailand,Mailand,Italien,
Eble Park Ice Arena,19400,W Bluemound Rd,53045,Brookfield,WI,United States,
Watkinson School,180,Bloomfield Avenue,06105,Hartford,Connecticut,,
,162,Mountain Road,01541,Princeton,MA,,
,150,Motorworld Drive,18702,WILKES-BARRE,Pennsylvania,,
Sanders tweewielers,76,Gierstraat,2011 GG,Haarlem,,,
,1,Berliner Platz,35390,Gießen,,,
Jay Hodge Chevrolet of Muskogee,144,W Shawnee Street,74401,Muskogee,OK,US,us
,8150,North 61St Avenue,85302,Glendale,AZ,US,us
Dariusz Rusowicz Automania Firma Motoryzacyjna,15,Rzemieślnicza,55-095,Mirków,,Polska,
Hofmann Feinkost,11,Auf Dem Witting,32369,Rahden,,Deutschland,
,23,Belwederska,00-761,Warszawa,,PL,pl
Mail Processing Associates | Home – Lakeland,430,N Wabash Ave,33815,Lakeland,FL,,
Terrassencafe Koberger,17,Waldweg,4864,Attersee am Attersee,Oberösterreich,Österreich,
Moksha Yoga,3121,E. Lincoln Dr.,85016,Phoenix,AZ,United States,
Norah Bladel,34,Sniederslaan,5531 EL ,Bladel,,Nederland,
Holiday Inn Express & Suites Manchester-Airport,1298,South Porter Street,03103,Manchester,New Hampshire,United States,
,54-56,Bedminster Parade,BS3 4HS,Bristol,,United Kingdom,
Sri Siva Vishnu Temple,6905,Cipriano Road,20706,Lanham,MD,United States,
Albany Marriott,189,Wolf Road,12205,Albany,NY,US,us
Hotel Cafetto,# 22-64,Carrera 8,660004,Pereira,Risaralda,Colombia,
,77,Набережная Улица,,Волжский,RU,,
Jefferson House Apartments,4,East 32Nd Street,21218,Baltimore,,,
,3587,Clover Ln,16105,New Castle,PA,UNITED STATES,
,8030,South 1825 West,84088,West Jordan,Utah,US,us
Institut für Contactlinsen,133,Eversbuschstraße,80999,München,,DE,de
Expressions Dental™,41,Crowfoot Rise Nw,T3G 4P5,Calgary,Alberta,Canada,
,1351,Polk St,94109,San Francisco,CA,US,us
Paul-Bäck-Haus Saal,6,Kemptener Straße,88178,Heimenkirch,,,
Viaros Hotel Apartments,31,Minoos,,Tolo,,GR,gr
,36,Denham Road,3913,Tyabb,VIC,AU,au
Hofladen Biohof Bursch ,31,Weidenpeschweg,53332,Bornheim-Waldorf,,,
T-Mobile Center,1407,Grand Blvd,64106,Kansas City,MO,US,us
Tru by Hilton Syracuse North Airport Area,417,7Th North Street,13088,Liverpool,New York,United States,
Days Inn By Wyndham Camarillo Ventura,165,East Daily Drive,93010,camarillo,CA,US,us
"Casa della Salute di Borgo Panigale, Via Ercole Nani, Borgo Panigale, BO",10,Via Ercole Nani,40132,Borgo Panigale,Emilia-Romagna,IT,it
AutoNation Ford Panama City,730,West 15Th Street,32401,Panama City,FL,,
York Brewery,12,Toft Green,YO1 6JT,York,North Yorkshire,,
Reka-Feriendorf Sörenberg,59,Rothornstrasse,6174,Sorenberg,,Suisse,
Travel Charme Ifen Hotel,6,Oberseitestraße,6992,Hirschegg,,Österreich,
Gospel Forum,9,Junghansstrasse,70469,Stuttgart,,Germany,
Ingelecor | Instalaciones Eléctricas,4,C. Rigoberta Menchú,14011,Córdoba,Córdoba,España,
Hotel Verviers Van der Valk,4,Rue De La Station,4800,Verviers,,Belgium,
Christian Brothers Automotive Arnold,2190,Church Road,63010,Arnold,MO,,
Bishop O'Connell High School,6600,Little Falls Rd,22213,Arlington,VA,US,us
,1,Rue De La Chalotais,22220,Tréguier,,FRANCE,
,184,Plesmanlaan,2497 CC,Den Haag,,Netherlands,
Enterprise Rent-A-Car,1,Rue La Seigliere,33800,Bordeaux,Nouvelle-Aquitaine,Frankrijk,
Museo della Seta di Como,9,Via Castelnuovo,22100,Como,CO,IT,it
,99,Uhlandstraße,75417,Mühlacker,,,
Automart Superstore,1400,N Arizona Ave,85225,Chandler,AZ,US,us
Kringloopwinkel Rataplan,25,Essenstraat,7418 BM,DEVENTER,,,
Punto BCN,65,C/ Muntaner,,Barcelona,,Spain,
,908,Russell Rd,42728,COLUMBIA,KY,,
Healdsburg Golf Course at Tayman Park,927,South Fitch Mountain Rd,,Healdsburg,CA,,
,46,Raadhuisplein,3771 ER,Barneveld,,Nederland,
Hardee's 1500880,1007,N John Wayne Dr,50273,Winterset,IA,US,us
Covo dei Saraceni,5,Via Regina Giovanna,84017,Positano,Kampanien,IT,it
Springhill Suites By Marriott Naples,3798,White Lake Blvd,34117,Naples,FL,,
Villa dei Quintili - Santa Maria Nova,1092,Via Appia Nuova,00178,Roma,,Italia,
McAllen Performing Arts Center,801,Convention Center Blvd.,78501,Mcallen,TX,US,us
Holiday Inn Express & Suites Canton,3950,South Lotz Road,48188,Canton,Michigan,United States,
,2009,Main Street,95540,Fortuna,CA,US,us
,6400,Airline Dr.,70003,"Metairie,",US,,
‪Letoh Letoh Gran Vía‬,41,Calle Leganitos,28014,مدريد,,إسبانيا,
,700,Northeast 2Nd Avenue,33132 ,Miami,Florida,United States,
,1,Raymond Plaza W,,Newark,New Jersey,US,us
"Schützenmatte (Berne, Gare CFF)",,,3012,Berne,Berne,Switzerland,
,1,Warriors Way,94158,San Francisco,CA,United States,
St. Anne Catholic Church,9091,Prairie Ridge Blvd.,53158,Pleasant Prairie,,United States,
Dollar Bazaar Plus,30,King St W,,Brockville,ON,CA,ca
Springhill Suites Portland Airport,11922,Ne Airport Way,97220,Portland,Oregon,Stati Uniti,
United Tire & Service of Phoenixville,637,Bridge St,19460,Phoenixville,PA,US,us
Cafe-Confectionery Hofstätter,27,Marktplatz,4680,Haag am Hausruck,,,
Doubletree Suites By Hilton Dayton - Miamisburg,300,Prestige Pl,45342,Miamisburg,OH,,
,11431,Forest Avenue,50325,Clive,,USA,
Mairie,17,Rue De La Mairie,44590,Saint-Vincent-des-Landes,,,
,1,Verschansingstraat,,Antwerpen,Antwerpen,BE,be
,24,Rue De Stalingrad,95120,Ermont,,France,
,3460,Macon Road,31907,Columbus,Georgia,Mỹ,
,6,Semaphore Road,5019,Semaphore,SA,,
Mercure Antwerp City South,94,Desguinlei,2018,Antwerpen,,Belgia,
,1305,Massachusetts Ave,02476,Arlington,MA,USA,
Little Luxuries,212,S Main Street,60540,Naperville,IL,,
,39,Hersbruckerstr.,91233,Neunkirchen am Sand,Bayern,DE,de
International Quilt Museum,1523,N. 33Rd St,68583,Lincoln,NE,US,us
Safeguard Self Storage - Philadelphia - Oak Lane,1499,66Th Avenue,19126,Philadelphia,PA,,
The Westin Austin Downtown,310,East 5Th Street,78701,Austin,Texas,USA,
,21,Whitechapel Road,E1 1DU,London,,REGNO UNITO,
Blackstone-Millville School District,175,Lincoln Street,01504,Blackstone,MA,,
Motel 6 San Jose Airport,2081,North 1St Street,95131,san jose,CA,US,us
Allard Dental Centre,21183,88 Ave,V1M 2G5,Langley Twp,BC,CA,ca
,4000,Wisconsin Avenue Northwest,20016,Washington,District of Columbia,USA,
Sugar Maple,441,E. Lincoln Avenue,53207,Milwaukee,WI,United States,
Massanutten Regional Library,174,S Main St.,22801,Harrisonburg,VA,,
Home2 Suites Springdale Cincinnati,325,Pictoria Dr,45246,springdale,OH,US,us
The Hague Marriott Hotel,30,Johan De Wittlaan,,L'Aia,,NL,nl
Relais San Maurizio,39,Località San Maurizio,12058,Santo Stefano Belbo,Piemont,IT,it
Pizza Zaga,20,Markt,2860,Sint Katelijne Waver,,,
Excelsior Brewery Company,421,3Rd St,55331,Excelsior,,,
O'Reilly Auto Parts,5504,W 3500 S,84120,West Valley City,UT,,
,2375,Skaggs Road,23139,Powhatan,VA,,
Fifth Third Bank & ATM,2225,Versailles Road,40504,Lexington,KY,,
Residencial Aire Patagon,355,Cristobal Colon,,Coyhaique,,Chile,
,500,Griswold St,48226,Detroit,MI,US,us
Aldi (Süd) GmbH & Co. oHG,91,Königswinterer Str.,53639,Königswinter,,,
Townhouse Design Hotel & Spa,5,Sint Maartenslaan,6221 AV,Maastricht,Limburg,Nederland,
Edward L. Kelly Leadership Center,14715,Bristow Rd.,20112,Manassas,VA,United States,
Turbo Haus,2040,Saint Denis St,,Montreal,QC,Canada,
Baymont by Wyndham Denver International Airport,6805,North Argonne Street,80249,Denver,Colorado,États-Unis,
Hutchinson Shores Resort & Spa,3793,Ne Ocean Blvd.,34957,Jensen Beach,Florida,United States,
,15401,North May Avenue,73013,Edmond,OK,US,us
Best Western Solhem Hotel,3,Solhemsgatan,621 58,Visby,,Sverige,
YHA Adelaide Central,135,Waymouth Street,,Adelaida,Australia Meridional,Australia,
Hotel Römerhof,25,Sophienstr.,76530,Baden-Baden,Baden-Wurttemberg,Đức,
,17,Meininger Landstraße,97638,Mellrichstadt,,DE,de
Chase Park Plaza Hotel,212,N Kingshighway Blvd,63108,St. Louis,Missouri,,
Smilestone Dental,345,Robson St,V6B 6B3,Vancouver,BC,CA,ca
,3131,Old Perth Road,K0A 1A0,Almonte,Ontario,Canada,
,200,Bergerweg,1817 MN,Alkmaar,Noord-Holland,NL,nl
Belmont Village Turtle Creek,3535,N. Hall Street,75219,Dallas,Texas,,
Holiday Inn Express 智利圣地亚哥,2929,Av. Vitacura,00000,Santiago,,Chile,
,90-92,Neptunusstraat,,Den Haag,,,
,1901,Ed Temple Boulevard,37208,Davidson-County,Tennessee,United States,
Courtyard Nashville Downtown,170,4Th Avenue North,37219,Nashville,TN,US,us
Kameha Grand Bonn,1,Am Bonner Bogen,53227,Bonn,,Deutschland,
The Point Chop House & Lounge,3326,Portola Dr,95062,Santa Cruz,CA,US,us
Downtown Art Place,111,E Aurora St,49938,Ironwood,MI,United States,
,1,Via Ciucca,"90045,","Cinisi,",,Italy,
,1802,Hartford Avenue,79409,lubbock,texas,,
Cooley Godward Kronish LLP,3175,Hanover St.,94304,Palo Alto,CA,,
ESSO Tankstelle Erfurt - Weimarische Str. 36,36,Weimarische Str.,99099,Erfurt,,DE,de
Damascus,7550,Ramey Rd.,43011,Centerburg,OH,United States,
,56,Gosauseestraße,4824,Gosau,Oberösterreich,Österreich,
Aqua Hotel,3016,Windamar Street,33304,Fort Lauderdale,Florida,ABD,
Lucky Bike Dortmund,108,Hermannstraße,44263,Dortmund,Nordrhein-Westfalen,Deutschland,
Casa de Balea ⭑⭑⭑,44,Rafael Juan,15130,Corcubión,A Coruña,Spain,
,23,Linenhall Street,BT28 1FJ,Lisburn,,,
Catholic Memorial High School,235,Baker St,02132,West Roxbury,MA,US,us
Hotel Schimmelpenninck Huys,53,Oosterstraat,9711 NR,Groningen,,Niederlande,
,1001,Elmwood Avenue,54901,Oshkosh,WI,UNITED STATES,
Baglioni Hotel Regina - The Leading Hotels of the World,72,Via Vittorio Veneto,00187,Rome,,Italy,
An die Musik Live!,409,North Charles Street,21201,Baltimore,MD,US,us
Westeneng Verbeek Makelaardij Hilversum,22,Groest,1211 EC,Hilversum,,Netherlands,
,515,Williams St.,49090,South Haven,MI,,
Drury Plaza Hotel in Santa Fe,828,Paseo De Peralta,87501,Santa Fe,New Mexico,Mỹ,
,1,Księdza Piotra Ściegiennego,45-709,Opole,,Polska,
,299-301,Prosperstraße,46238,Bottrop,NW,DE,de
Park Place Hotel,300,East State Street,49684,Traverse City,Michigan,United States,
Bar Willis Wilhelm-Gefeller-Bildungs-und Tagungszentrum,44,Deisterallee,,Bad Münder,,Germany,
Carl's Jr. 1100228,271,East Willow Street,90806,Long Beach,CA,US,us
,71-75,Shelton Street,WC2H9JQ,Covent Garden,London,United Kingdom,
Optik Wachter,6,Marktstrasse,36037,Fulda,,DE,de
"Intercontinental Perth City Centre, An IHG Hotel",815,Hay Street,6000,Perth,Australia Occidental,Australia,
Mariners Court Hotel Sydney,44-50,Mcelhone Street,2011,Sydney,New South Wales,Australia,
4R Playa Park,1,Carrer Del Vendrell,43840,Salou,,Spanje,
Turner Law Group,2312,University Blvd,35401,Tuscaloosa,AL,,
,14,Tafingerstraße,71665,Vaihingen/Enz,Baden-Württemberg,Deutschland,
,,,,안성시,경기,KR,kr
Hotel De La Poste - Hotel per matrimoni,14,Piazza Roma,32043,Cortina d'Ampezzo,Belluno,,
Spark Coworking Kansas City,1475,Walnut St.,64106,Kansas City,MO,,
Barber HIS Premium Barbershop Amsterdam Herenkapper Barbier Baardkapper Scheerwinkel,86,Utrechtsedwarsstraat,1017WH,Amsterdam,,Nederland,
,2804,Opryland Drive,37214,Nashville,TN,United States of America,
,,,02155,Medford,Massachusetts,United States,
Sinfonia Eiscafe,7,Jüdenhof,01067,Dresden,SN,,
Hotel Gut Matheshof,1,Hans-Nowak-Ring,92286,Rieden,,Duitsland,
The Old Market,11A,Upper Market Street,BN3 1AS,Brighton,,GB,gb
,22710,E Country Vista Dr,99019,Liberty Lake,WA,,
Holiday Inn Express & Suites Halifax - Bedford,980,Parkland Dr,B3M 4Y7,Halifax,NS,,
,40-44,Bismarckstr.,,Bad Kissingen,,Deutschland,
St. Louis Park High School,6425,West 33Rd Street,55426,St. Louis Park,MN,United States,
,15,Powązkowska,01-797,Warszawa,mazowieckie,,
,1000,W. Garden Ave.,83814,Coeur d'Alene,ID,,
,2,Staszica,43-170,Łaziska Górne,,,
Wilhelm Hack Museum,23,Berliner Straße,67059,Ludwigshafen,,Deutschland,
,2,Rue Jules Ferry,83170,Brignoles,,France,
Ulrike Nigmann,8,Obertor,35083,Wetter (Hessen),,Deutschland,
Evangelische Kindertageseinrichtung Kinder-Wichern-Haus (KiWi Haus),69,Weinbrennerstraße,76185,Karlsruhe,Baden-Württemberg,Deutschland,
,500,Southwest 177Th Avenue,33194,Miami,Florida,United States,
,6,Viale Silvani Antonio,40122,Bologna,Emilia Romagna,,
,101-2275,Upper Middle Rd E,l6h 0c3,Oakville,ON,Canada,
Shoryu Ramen Kensington,190,Kensington High St,W8 7RG,London,London,GB,gb
Sala Pícaro,6,Cadenas,45001,Toledo,Toledo,ES,es
AFAS Live,,,1101 DS,"Amsterdam-Zuidoost, Amsterdam",,NL,nl
,18,Marktplatz,75365,Calw,,DE,de
Fairfield Inn & Suites Albany Airport,168,Wolf Road,12205,Albany,New York,USA,
,2,Nordstraße,86381,Krumbach,BY,de,de
Gillman Chrysler Jeep Dodge,10585,W Sam Houston Pkwy S,77099,Houston,TX,,
,617,Lexington St,02452,Waltham,Massachusetts,US,us
,10,Durham Road,03820,Dover,NH,,
,3,Badhuiskade,1031 KV,Amsterdam,North Holland,Netherlands,
Yha London Central,104,Bolsover Street,W1W 5NU,London,England,United Kingdom,
,169,Route De Ferney,1218,Ginevra,,CH,ch
"Backstage, Club",6,Reitknechtstr.,80369,München,,,
,2831,Boardwalk,08401,Atlantic City,New Jersey,Amerika Serikat,
,333,Alabama St,46204,Indianapolis,IN,US,us
,1,Musterhauspark,5301,Eugendorf,,,
BayWa Tankstelle  Passau-Grubweg ,6,Baywa Str.,94034,Passau-Grubweg,,,
,233,Dickinson Street,08638,Trenton,NJ,,
,3100,Quakerbridge Road,08619,Hamilton Township,NJ,US,us
Half Price Books,1075,E Golf Road,60173,Schaumburg,IL,,
,29,Papendiek,,Göttingen,,,
Lucas Oil Stadium Parking Lots,500,South Capitol Avenue,46225,Indianapolis,IN,US,us
,10,Bahnhofstrasse,8708,Männedorf,ZH,CH,ch
,8606,Wesley Street,75402,Greenville,Texas,,
Hakata Ramen,265,Swedesford Rd,19087,Wayne,PA,US,us
Chipotle Mexican Grill,2940,S Eagle Rd,18940,Newtown,PA,US,us
Verre d'Art de la Bresle,23,Route D'Eu,76340,BLANGY-SUR-BRESLE,,,
Holiday Inn Manchester - City Centre,25,Aytoun Street,M1 3DT,Manchester,England,United Kingdom,
,29,Main Street,20186,Warrenton,VA,,
,405,West High Street,43526,Hicksville,OH,,
Robertson House Inn,10,Broad St,,Brockville,ON,CA,ca
,8509,Delmar Blvd,63124,Saint Louis,MO,,
Anaheim Convention Center,800,W Katella Ave,,Anaheim,CA,United States,
Inntel Hotels Amsterdam Centre,19,Nieuwezijds Kolk,1012 PV,Amsterdam,North Holland,Netherlands,
Kronen-Apotheke,107,Kölnstraße,,Sankt Augustin,NRW,Germany,
Link Associates,1452,29Th St.,50266,West Des Moines,IA,,
Granada Hostel,2 75,Calle 11,111711,Bogota,,Colombia,
Wein- und Sekthaus Volker und Bernd Schreieck,38,Hartmannstraße,67487,Maikammer,,,
Burg Frankenberg,45,Goffartstraße,52066,Aachen,,Deutschland,
ITS Installations-Technik Stückemann GmbH & Co. KG,13,Enniskillener Straße,33647,Bielefeld,,DE,de
Alpinhotel Monte SUPERIOR,64,Gampele,6563,Galtür,,Österreich,
Hotel Eden Palace au Lac,11,Rue Du Theatre,,Montreux,Vaud,Switzerland,
Hotel Frantz,5,Peter Myndes Backe,11646,Stoccolma,,Svezia,
,1018,116Th Ave Ne,98004,Bellevue,WA,,
Les bains et les Cuisines d'Alexandre,178,Rue Lecourbe,75015,Paris,,FR,fr
,1225,4Th St. Ne,20002,Washington,DC,USA,
Weiser Hall,500,Church Street,48109,Ann Arbor,MI,United States,
Dollar,17,Trumbiceva Obala,21000,Split,Splitsko-Dalmatinska,Croatia,
,720,East 2Nd Avenue,42101,Bowling Green,Kentucky,US,us
Bartle Agnia Praxis für Physiotherapie,22,Eschenstr.,82024,Taufkirchen,,,
Black Angus Steakhouse,2770,W Chandler Blvd,85224,Chandler,AZ,US,us
Expo Hotel Milan &  SPA,4,Via Achille Grandi,20015,Parabiago,,,
Hopewell Public Library,13,E Broad Street,,Hopewell,NJ,United States,
The Pearl Hotel,1410,Rosecrans Street,92106,San Diego,Kalifornia,Yhdysvallat,
,60,The Broadway,SW19 1RQ,Wimbledon,London,,
,34,Rúa Da República De El Salvador,15701,Santiago de Compostela,Santiago de Compostela,Spain,
,5A,Pawia,31-154,Kraków,małopolskie,,
Spartanburg Memorial Auditorium,385,North Church Street,29303,Spartanburg,SC,USA,
,2,Atłasowa,15-001,Białystok,,Polska,
The Whittaker,4755,Fauntleroy Way,98116,Seattle,WA,,
,1216,Duck Road,27949,Duck,NC,US,us
École maternelle publique Dieppe,23,Rue De Dieppe,68200,Mulhouse,,,
,2131,St Joseph Blvd,K1C 1E7,Ottawa,Ontario,,
"Parkhotel Mondschein, a Member of Design Hotels",15,Via Piave,39100,Bolzano,Bolzano,Italy,
Extra Space Storage,222,San Pedro Ave,95037,Morgan Hill,CA,US,us
Eiscafe Cortina II,3,Vor Dem Haagtor,72070,Tübingen,,Deutschland,
,2091,Fenton Logistics Park,63026,Fenton,Missouri,US,us
Roulottes Baie des Chaleurs (Vente),171,Route 132 Est,G0C 2B0,New Richmond,Québec,,
Dairy Queen Grill & Chill (5969 Chalkville Rd),5969,Chalkville Rd,35235,Birmingham,AL,US,us
,9,Bürgermeister-Plambeck-Str.,25709,Marne,Marne,,
Karlstor-Kino,3,Marlene-Dietrich-Platz,69126,Heidelberg,,,
Bronx Zoo,2300,Southern Boulevard,10460,Bronx,NY,United States,
,2,Haig Road,TN16 3LJ,Biggin Hill,,United Kingdom,
,11660,Administration Dr,63146,"St. Louis,",MO,,
,8808,Centre Park Drive,21045,Columbia,MD,UNITED STATES,
,9000,Ming Ave,93311,Bakersfield,CA,,
Land Gut Höhne,253,Düsseldorfer Str.,40822,Mettmann,Nordrhein-Westfalen,Deutschland,
,33,Rua Sá Noronha,4050-159,Porto,,Portugal,
,11,C. Conde Cifuentes,18005,Granada,,ES,es
"Knetzgau, Schloss Oberschwappach",6,Schloßstraße,97478,Knetzgau,,DE,de
Molesworth Arms Hotel,38,Molesworth Street,PL27 7DP,Wadebridge,,,
Ap Pizza Street Food Napoletano,61,Grand Rue,7000,Mons,,,
AVALON COVE,444,Washington Boulevard,07310,Jersey City,New Jersey,US,us
B&B Hotel Dortmund-Messe,106,Wittekindstr.,44139,Dortmund,Renania del Norte-Westfalia,Alemania,
Lakeland Spice Cuisine,81,Main Street,,Keswick,,,
,1250,E Chapman Ave,92831,Fullerton,CA,,
,41,Henshaw Street,OL1 1NH,Oldham,Oldham,United Kingdom,
Ninety Nine Cents ONLY Stores,2320,Fletcher Parkway,92020,El Cajon,CA,,
,32H,Keizer Karelplein,6511 NH,Nijmegen,,NL,nl
,8,Via Del Bosco Rinnovato,,Assago,MI,IT,it
Hertz,9,C/Princesa,28008,Madrid,Madrid,Spain,
,99,Village Drive,28546,Jacksonville,NC,,
,160,12Th Ave Se,73071,Norman,OK,,
,311,Chestnut Street,37402,Chattanooga,Tennessee,USA,
,9025,E Kenyon Ave,80237,Denver,CO,,
Hotel Marco Polo,6,Via Sant'Antonio,37122,Verona,Veneto,Italia,
,93,Eigelstein,50668,Innenstadt,Köln,,
Texarkana High School,1500,Jefferson Ave,71854,Texarkana,AR,,
Albertsons,6560,South Federal Way,83716,Boise,ID,,
Motel 6 Mesa South,1511,South Country Club Drive,85210,Mesa,Arizona,Estados Unidos,
,390,Smith St,3066,"Collingwood, Melbourne",Victoria,Australia,
The Asian Cajun,2400,W Alameda Ave,80223,"Denver, CO",CO,US,us
Ramada by Wyndham & Suites South Padre Island,6200,Padre Boulevard,78597,South Padre Island,Texas,Estados Unidos,
Hill Funeral Home,111,Godfrey Street,19550,Rehrersburg,,United States,
,6,Lessingstraße,90443,Nürnberg,,,
Mercure Marseille Centre Prado Hotel Vélodrome,11,Avenue De Mazargues,13008,Marseille,,France,
,12,Boulevard Royal,2449,Luxembourg,,Luxembourg,
,44,Storgatan,302 43,Halmstad,,,
,1100,Lumiere Place Boulevard,63102,Saint Louis,Missouri,Yhdysvallat,
DoubleTree by Hilton La Torre Golf & Spa Resort,6,Calle Anchoa,30709,Roldán,,España,
,6444,Montgomery Street,12572,Rhinebeck,New York,,
Quality Inn O'Connell,197-199,O'Connell Street,5006,Adelaide,South Australia,Australia,
,4,Friedhofstraße,97724,Burglauer,,,
Palazzo Pallavicini,24,Via San Felice,,Bologna,Emilia-Romagna,IT,it
,1021,Northeast Grand Avenue,97232,Portland,Oregon,USA,
Palacete Alameda,45,Calle General Margallo,10003,Cáceres,,Espanha,
,1318,Fairview Blvd.,37062,Fairview,TN,,
,19,Wschowska,64-115,Święciechowa,,Polska,
,735,N Water St,53202,Milwaukee,WI,USA,
,1,Wallstrasse,55122,Mainz,RP,DE,de
TEXAS ROADHOUSE,4707,Dillon Drive,81008,Pueblo,Colorado,US,us
,433,Chestnut Street,19106,Philadelphia,Pennsylvania,USA,
Vistoso Resort and Golf Casitas,655,W Vistoso Highlands Drive,85755,Oro Valley,AZ,,
,4350,Rosewood Dr,94588,Pleasanton,CA,USA,
,1526,Woodruff Rd,29607,Greenville,South Carolina,United States,
,3503,S. Harbor Blvd,92704,Orange County,CA,US,us
Canadian Tire,839,Yonge St,M4W 2H2,Toronto,ON,,
Mahn- und Gedenkstätte Steinwache,50,Steinstr.,44147,Dortmund,,Deutschland,
Hilton Garden Inn Albany Airport,800,Albany Shaker Road,12211,Albany,New York,United States,
,3,Via Sassari,09123,Cagliari,Sardegna,Italy,
,41,C/ Gran Vía,28013,Madrid,Madrid,Spanien,
,3,Raiffeisenstraße,97080,Würzburg,Bayern,Germany,
Bösch GmbH & Co. KG,2,Hochweg,83329,Waging am See,,,
,1717,Marion Street,29201,Columbia,SC,US,us
,5 Bis,Rue Des Anciennes Mairies,,Nanterre,,,
,7,Overhoeksplein,1031 KS,Ámsterdam,Holanda Septentrional,Holanda,
,13/14,Thomaskirchhof,04109,Leipzig,Saxónia,Alemanha,
,99,Adelaide Ave.,11940,East Moriches,NY,UNITED STATES,
Residence Inn Los Angeles Burbank/Downtown,321,Ikea Way,91502,Burbank,California,USA,
,292,Via Vittorio Emanuele Ii,18012,Bordighera,Liguria,,
,130,Fulton Street West,49503,Grand Rapids,MI,United States of America,
Au Prince Royal,28,Koning Albert I-Plein,3970,Leopoldsburg,,België,
,6820,Hollywood Blvd,90028,Los Angeles,Californie,États-Unis,
Gasthof Betenmacher,14,Brunnbachweg,5303,Thalgau,Salzburg,Österreich,
Kitchen Garden Cafe,17,York Rd,B14 7SA,Birmingham,,United Kingdom,
"Hilton San Diego Mission Valley, San Diego, North America",,,,San Diego,,,
,9,Marknadsvägen,254 69,Ödåkra,,,
Romantic Riversong Inn,1766,Lower Broadview Rd,80517,Estes Park,Colorado,United States,
,55,S Main St,28675,SPARTA,NC,,
LUNA PALACE CINEMA WINDSOR,98,Stirling Hwy,6009,NEDLANDS,,Australia,
Tempur-Pedic Chicago,2191,N Clybourn Ave,60614,Chicago,IL,US,us
Lake Spa Hotel SEELEITEN,30,Weinstraße,39052,Kaltern,Trentino-Südtirol,Italien,
,122,Dewitt Center,02120,Boston,MA,,
Christ Hospital Inc,2139,Auburn Ave,45219,Cincinnati,OH,,
,1,Санаторная,,Екатеринбург,,Россия,
Coast Capri Hotel,1171,Harvey Ave,V1Y 6E8,Kelowna,BC,Canada,
,1535,Broadway,10036,New York City,,USA,
,S1618,State Rd 35,,"Alma, WI 54610",,,
