name,house_number,road,postcode,locality,region,country,country_code
dollar,17,trumbiceva obala,21000,split,splitsko-dalmatinska,croatia,
,720,east 2nd avenue,42101,bowling green,kentucky,us,us
bartle agnia praxis für physiotherapie,22,eschenstr.,82024,taufkirchen,,,
black angus steakhouse,2770,w chandler blvd,85224,chandler,az,us,us
expo hotel milan &  spa,4,via achille grandi,20015,parabiago,,,
hopewell public library,13,e broad street,,hopewell,nj,united states,
the pearl hotel,1410,rosecrans street,92106,san diego,kalifornia,yhdysvallat,
,60,the broadway,sw19 1rq,wimbledon,london,,
,34,rúa da república de el salvador,15701,santiago de compostela,santiago de compostela,spain,
,5a,pawia,31-154,kraków,małopolskie,,
spartanburg memorial auditorium,385,north church street,29303,spartanburg,sc,usa,
,2,atłasowa,15-001,białystok,,polska,
the whittaker,4755,fauntleroy way,98116,seattle,wa,,
,1216,duck road,27949,duck,nc,us,us
école maternelle publique dieppe,23,rue de dieppe,68200,mulhouse,,,
,2131,st joseph blvd,k1c 1e7,ottawa,ontario,γερμανία,
"parkhotel mondschein, a member of design hotels",15,via piave,39100,bolzano,bolzano,italy,
extra space storage,222,san pedro ave,95037,morgan hill,ca,us,us
eiscafe cortina ii,3,vor dem haagtor,72070,tübingen,,deutschland,
,2091,fenton logistics park,63026,fenton,missouri,us,us
roulottes baie des chaleurs (vente),171,route 132 est,g0c 2b0,new richmond,québec,,
dairy queen grill & chill (5969 chalkville rd),5969,chalkville rd,35235,birmingham,al,us,us
,9,bürgermeister-plambeck-str.,25709,marne,marne,,
karlstor-kino,3,marlene-dietrich-platz,69126,heidelberg,,,
bronx zoo,2300,southern boulevard,10460,bronx,ny,united states,
,2,haig road,tn16 3lj,biggin hill,,united kingdom,
,11660,administration dr,63146,"st. louis,",mo,,
,8808,centre park drive,21045,columbia,md,united states,
,9000,ming ave,93311,bakersfield,ca,,
land gut höhne,253,düsseldorfer str.,40822,mettmann,nordrhein-westfalen,deutschland,
,33,rua sá noronha,4050-159,porto,,portugal,
,11,c. conde cifuentes,18005,granada,,es,es
"knetzgau, schloss oberschwappach",6,schloßstraße,97478,knetzgau,,de,de
molesworth arms hotel,38,molesworth street,pl27 7dp,wadebridge,,,
ap pizza street food napoletano,61,grand rue,7000,mons,,,
avalon cove,444,washington boulevard,07310,jersey city,new jersey,us,us
b&b hotel dortmund-messe,106,wittekindstr.,44139,dortmund,renania del norte-westfalia,alemania,
lakeland spice cuisine,81,main street,,keswick,,,
,1250,e chapman ave,92831,fullerton,ca,,
,41,henshaw street,ol1 1nh,oldham,oldham,united kingdom,
ninety nine cents only stores,2320,fletcher parkway,92020,el cajon,ca,,
,32h,keizer karelplein,6511 nh,nijmegen,,nl,nl
,8,via del bosco rinnovato,,assago,mi,it,it
hertz,9,c/princesa,28008,madrid,madrid,spain,
,99,village drive,28546,jacksonville,nc,,
,160,12th ave se,73071,norman,ok,,
,311,chestnut street,37402,chattanooga,tennessee,usa,
,9025,e kenyon ave,80237,denver,co,,
hotel marco polo,6,via sant'antonio,37122,verona,veneto,italia,
,93,eigelstein,50668,innenstadt,köln,,
texarkana high school,1500,jefferson ave,71854,texarkana,ar,,
albertsons,6560,south federal way,83716,boise,id,,
motel 6 mesa south,1511,south country club drive,85210,mesa,arizona,estados unidos,
,390,smith st,3066,"collingwood, melbourne",victoria,australia,
the asian cajun,2400,w alameda ave,80223,"denver, co",co,us,us
ramada by wyndham & suites south padre island,6200,padre boulevard,78597,south padre island,texas,estados unidos,
hill funeral home,111,godfrey street,19550,rehrersburg,,united states,
,6,lessingstraße,90443,nürnberg,,,
mercure marseille centre prado hotel vélodrome,11,avenue de mazargues,13008,marseille,,france,
,12,boulevard royal,2449,luxembourg,,luxembourg,
,44,storgatan,302 43,halmstad,,,
,1100,lumiere place boulevard,63102,saint louis,missouri,yhdysvallat,
doubletree by hilton la torre golf & spa resort,6,calle anchoa,30709,roldán,,españa,
,6444,montgomery street,12572,rhinebeck,new york,,
quality inn o'connell,197-199,o'connell street,5006,adelaide,south australia,australia,
,4,friedhofstraße,97724,burglauer,,,
palazzo pallavicini,24,via san felice,,bologna,emilia-romagna,it,it
,1021,northeast grand avenue,97232,portland,oregon,usa,
palacete alameda,45,calle general margallo,10003,cáceres,,espanha,
,1318,fairview blvd.,37062,fairview,tn,,
,19,wschowska,64-115,święciechowa,,polska,
,735,n water st,53202,milwaukee,wi,usa,
,1,wallstrasse,55122,mainz,rp,de,de
texas roadhouse,4707,dillon drive,81008,pueblo,colorado,us,us
,433,chestnut street,19106,philadelphia,pennsylvania,usa,
vistoso resort and golf casitas,655,w vistoso highlands drive,85755,oro valley,az,,
,4350,rosewood dr,94588,pleasanton,ca,usa,
,1526,woodruff rd,29607,greenville,south carolina,united states,
,3503,s. harbor blvd,92704,orange county,ca,us,us
canadian tire,839,yonge st,m4w 2h2,toronto,on,,
mahn- und gedenkstätte steinwache,50,steinstr.,44147,dortmund,,deutschland,
hilton garden inn albany airport,800,albany shaker road,12211,albany,new york,united states,us
,3,via sassari,09123,cagliari,sardegna,italy,
,41,c/ gran vía,28013,madrid,madrid,spanien,
,3,raiffeisenstraße,97080,würzburg,bayern,germany,
bösch gmbh & co. kg,2,hochweg,83329,waging am see,,,
,1717,marion street,29201,columbia,sc,us,us
,5 bis,rue des anciennes mairies,,nanterre,,,
,7,overhoeksplein,1031 ks,ámsterdam,holanda septentrional,holanda,
,13/14,thomaskirchhof,04109,leipzig,saxónia,alemanha,
,99,adelaide ave.,11940,east moriches,ny,united states,
residence inn los angeles burbank/downtown,321,ikea way,91502,burbank,california,usa,
,292,via vittorio emanuele ii,18012,bordighera,liguria,,
,130,fulton street west,49503,grand rapids,mi,united states of america,
au prince royal,28,koning albert i-plein,3970,leopoldsburg,,belgië,
,6820,hollywood blvd,90028,los angeles,californie,états-unis,
gasthof betenmacher,14,brunnbachweg,5303,thalgau,salzburg,österreich,
kitchen garden cafe,17,york rd,b14 7sa,birmingham,,united kingdom,
"hilton san diego mission valley, san diego, north america",,,,san diego,,,
,9,marknadsvägen,254 69,ödåkra,,,
romantic riversong inn,1766,lower broadview rd,80517,estes park,colorado,united states,
,55,s main st,28675,sparta,nc,,
luna palace cinema windsor,98,stirling hwy,6009,nedlands,,australia,
tempur-pedic chicago,2191,n clybourn ave,60614,chicago,il,us,us
lake spa hotel seeleiten,30,weinstraße,39052,kaltern,trentino-südtirol,italien,
,122,dewitt center,02120,boston,ma,,
christ hospital inc,2139,auburn ave,45219,cincinnati,oh,,
,1,санаторная,,екатеринбург,,россия,
coast capri hotel,1171,harvey ave,v1y 6e8,kelowna,bc,canada,
,1535,broadway,10036,new york city,utrecht,usa,ru
,s1618,state rd 35,,"alma, wi 54610",,,
jw marriott parq vancouver,39,smithe street,v6b 1c1,βανκούβερ,british columbia,καναδάς,
,2783,n shiloh dr,72704,fayetteville,,,
wendy's,3305,w college dr,82007,cheyenne,wy,us,us
,14,werner-von-siemens-ring,85630,grasbrunn,,,
bowlero north scottsdale,7000,east mayo boulevard,85054,phoenix,az,,
,67,woodstock rd,ox2 6hj,oxford,,united kingdom,
цех,10л,ул. подгорная,,gomel,,,
,580,fort road,98948,toppenish,wa,us,us
baymont by wyndham washington,7,cumberland drive,47501,washington,in,united states,
,112,new york,11776,port jefferson station,new york,,
le robinet d'or,17,rue robert blache,75010,paris,,fransa,
,289,carrer de còrsega,08008,barcelona,,españa,
nh dresden neustadt,43,hansastr.,01097,dresden,saxony,germany,
,2300,colony drive,02169,quincy,ma,,
,1,dr.-kurt-schumacher-str.,90402,nürnberg (nuremberg),bavaria,đức,
hilton garden inn las colinas,7516,las colinas boulevard,75063,irving,tx,us,us
lindenhof gmbh,28,weinmeisterstraße,4582,spital am pyhrn,oberösterreich,österreich,
,7a,marconistraat,7903 ag,hoogeveen,,,
afas live,590,arena boulevard,1101 ds,amsterdam,,netherlands,
,3799,las vegas blvd south,89109,las vegas,nv,united states of america,
mclean community center,1234,ingleside ave,22101,mclean,va,,
violet valley bookstore,303,north main street,38965,water valley,ms,us,us
carmax,4300,mchenry avenue,95356,modesto,ca,,
olivers town estate agents,189,kentish town road,nw5 2ju,london,greater london,gb,gb
,200,henry clay avenue,70118,new orleans,la,,
,26,zeppelinstr.,78244,gottmadingen,,,
,2b,krasnoglinska,,bobrowniki,,,
redding civic auditorium,700,auditorium dr,96001,redding,ca,us,us
,9810,103a avenue nw,t5j 0g2,edmonton,alberta,canada,
blumenhaus klotzsche,1,an der kohlenstraße,09599,"freiberg, sachsen",,deutschland,us
zanhotel tre vecchi,47,via indipendenza,40121,bologna,bologna,italien,
daily's croissanterie,21,lange kerkstraat,4461jg,goes,,,
,48,sonderburgstr.,40545,düsseldorf,renania del norte-westfalia,alemania,
kreisverband bochum e.v.,8,an der holtbrügge,44795,bochum,,,
domaine de la corniche,5,route de la corniche,78270,rolleboise,,france,
,4205,east fm 4,76031,cleburne,tx,,
safe harbor estate law,3240,rice street,55126,st. paul,mn,,
hotel-gasthaus-alte-schmiede,12,hauptstr.,38312,heiningen,,,
,12,staines road,tw2 5ah,twickenham,london,,
mount royal hotel,138,banff avenue,t1l 1a7,banff,alberta,canada,
hin & hair by michelle bähr,3,bahnhofstraße,69221,dossenheim,baden-württemberg,deutschland,
,33,raggio dello scirocco,33054,lignano pineta,,,
georgetown infiniti,6901,s interstate 35,78626,georgetown,tx,,
brothers lock & safe,607,wall st,r3g 2t5,winnipeg,mb,ca,ca
,3,brusselsesteenweg,3020,herent,,be,be
caesars superdome,1500,sugar bowl drive,70112,new orleans,la,us,us
nordic valley ski resort,3567,nordic valley way,84310,eden,ut,united states,
river of life church,4855,forest grove drive,52722,bettendorf,ia,united states,
later alligator,2145,market st,26003,"wheeling, wv",wv,us,us
hotel aparthaus select messe,55,kronsbergstr.,30880,laatzen,,,
pizzeria di napoli,191,troonstraat,1050,elsene,brussels hoofdstedelijk gewest,be,be
herts plaice,117,high street,,hoddesdon,hertfordshire,gb,gb
"federal reserve bank of richmond, baltimore branch",502,south sharp street,21201,baltimore,md,united states,
kölnotel hostel,350,venloer str.,50823,köln,nordrhein-westfalen,deutschland,
,3141,thatcher ave,60171,river grove,illinois,united states,
,2002,veterans blvd.,31021,dublin,ga,,
piscataqua animal hospital & pet supply,103,state road,03904,kittery,me,us,us
,9819,horn rd.,95827,sacramento,ca,,
,154,putney high street,sw15 1rs,putney,london,,
hotel imperial,4,calle del rellano de san antonio,46400,cullera,,,
,41,bahnhofstraße,32105,bad salzuflen,nordrhein-westfalen,deutschland,
,5333,prairie stone parkway,60192,hoffman estates,il,,
,123,e. main st.,95030,los gatos,ca,,
hampton inn las vegas/north speedway,2852,east craig road,,north las vegas,,us,us
,1051,greene street,29201,columbia,sc,united states of america,
queensland museum tropics,70-102,flinders street,4810,townsville,queensland,australia,
proctors theatre,432,state st.,12305,schenectady,ny,us,us
,500,ar-44,72333,elaine,ar,usa,
ristorante tonio,161,piazza mercatale,,prato,po,,
,602,university ave,53715,madison,wi,united states,
grace episcopal church,1100,washington street,,bath,,,
nh mannheim,146,seckenheimer strasse,68165,mannheim,baden-württemberg,duitsland,
hilton vacation club scottsdale villa mirage,7887,east princess boulevard,85255,scottsdale,arizona,stati uniti,
gästehaus zum lamm garni,56,dorfstraße,89143,blaubeuren,,deutschland,
identity brewing co.,108,s. union st.,49684,traverse city,mi,united states,
landmark center – (f.k. weyerhaeuser auditorium),75,w 5th st,55102,st paul,,united states,
‪sporthotel & resort grafenwald daun vulkaneifel‬,1,im grafenwald,54550,‪daun‬,راينلاند بالاتينات,ألمانيا,
,924,s kerr blvd,74955,sallisaw,ok,,
clinica veterinaria il poggetto,2,via celso,,firenze,toscana,italy,
burdette hardware,124,n main street,29644,fountain inn,sc,,
st. charles community college,4601,mid rivers mall drive,63376,cottleville,mo,united states,
holiday inn new york city wall street an ihg hotel,51,nassau st.,10038,new york,ny,,
labyrinth books,122,nassau street,08542,princeton,nj,united states,
warehouse on watts,923,north watts street,19123,philadelphia,pa,united states,
"van cleef engineering associates, llc",501,n main st,18901,doylestown,pa,,
dunkin',101,hospitality place,37663,kingsport,tn,us,us
casino arizona,524,n 92nd st,85256,scottsdale,az,,
hilton garden inn rome airport,2,via vittorio bragadin,00054,fiumicino,rome,italie,
suntrust bank,405,manning rd e,20607,accokeek,md,,
dunkin' donuts,7,exeter rd,,epping,nh,,
pj's 25 hour towing,1425,rensen st,,lansing,mi,,
"hota, home of the arts",135,bundall rd,4217,surfers paradise,queensland,australia,
fish with you chinese sauerkraut fish,#1233,burnaby,v5h 2a9,burnaby,bc,ca,ca
,230,hoe street,e17 3ay,walthamstow,greater london,uk,uk
doubletree by hilton new orleans airport,2150,veterans memorial boulevard,70062,kenner,louisiana,united states,
own a car,5788,n blackstone ave,93710,fresno,ca,,
the comedy clubhouse,1462,n. ashland,60622,chicago,il,united states,
regionalplatzl,19/2,hauptstraße,3372,blindenmarkt,ut,österreich,
,223,porta-claudia-strasse,6108,scharnitz,,at,at
hamptons at east cobb,1523,roswell road,30062,marietta,ga,usa,
,1,bottchenbachstraße,,sangerhausen,,,
providence,707,providence way,47129,clarksville,in,us,us
,1200,west ave,33139,miami beach,fl,,
regions bank,891,hillcrest road,36695,mobile,al,,
,801,w bender blvd,88240,hobbs,nm,,
northside high school,19230,northside pkwy,35475,northport,al,us,us
larimer lounge,2721,larimer st,80205,denver,co,united states,
morton grove village administration,6101,capulina ave,60053,morton grove,il,,
little river healthcare,1700,brazos ave,76567,rockdale,tx,,
longy school of music,27,garden st,,cambridge,,,
,1013,main street,02893,"west warwick,",ri,,
,314,mulgrave road,4870,cairns,queensland,australien,
the museum of natural and cultural history,1680,e. 15th ave.,97403,eugene,or,united states,
,1219,n 8th st,54880,superior,wisconsin,,
brooksville country club,23446,links dr,34601,brooksville,fl,,
,87,sint-jacobsnieuwstraat,9000,ghent,east flanders,bỉ,
landhotel tannenhof,27,auf der list,94518,spiegelau,bavaria,germany,
hotel barcelona center,103-105,,08008,barcelona,,españa,
hyperion hotel salzburg,4,rainerstrasse,5020,salzburg,salzburg,österreich,
bären-apotheke bestenheid,3,leonhard-karl-str.,97877,wertheim - bestenheid,,deutschland,
thermal hotel harkány,1,járó józsef u.,7815,harkány,,,
monsoons,46,mitchell street,0800,darwin,nt,,
bauernladen lörrach obst- und gemüsehof schopferer (ehem. gretherhof roser),10,alte rheinfelderstrasse,79539,lörrach,,,
bernheim hall at the ben may main branch of mobile public library,701,government st,36602,mobile,alabama,,
h10 montcada boutique hotel,24,via laietana,08003,barcelona,,spain,
,7,the hyde,bn2 4je,brighton,england,united kingdom,
des moines gospal chapel,21914,7th ave. s.,98198,des moines,,united states,
,13,rue du moulin,03370,saint-désiré,,,
european repairs,32,rawson st,12206,albany,ny,us,us
nothing bundt cakes,,,63010,arnold,missouri,,
,21,nagy ignac utca,,budapest,budapest,hungría,
,4916,plank road,22959,north garden,va,united states,
wog,57-а,ул. василия стуса,,львов,,,
,7500,memorial parkway sw,35802,huntsville,alabama,,
arcana: books on the arts,8675,washington blvd.,90232,culver city,ca,,
"braton, kelly - counseling associates inc",110,skyline dr,72801,russellville,ar,us,us
zarząd główny z.n.p. ośrodek wypoczynkowy świteź,34,1 maja,58-580,szklarska poręba,,polska,
lyndon house arts center,211,hoyt st.,30601,athens,ga,united states,
bikemenorca,44,av.francesc femenias,,mahón,,es,es
bedford court,3701,international drive,20906,silver spring,md,,
,411,west bay street,31401,savannah,georgia,estados unidos,
pine crest school,2700,st andrews blvd,33434,boca raton,florida,united states,
bilotta kitchen & home,564,mamaroneck avenue,10543,mamaroneck,ny,us,us
,8656,colesville road,20910,silver spring,md,,
autohaus bleuel gmbh,1,visteonstr.,50170,kerpen,,germany,
dom zdravlja jagodina,4,karađorđeva,,jagodina,,serbia,
,1,am safaripark,29693,hodenhagen,,,
barrák,595/1,fügnerova,,ostrava,,,
bakker nijboer bouwmaterialen,25,steenhouwer,9502ev,stadskanaal,,nederland,
,1,bay st broadway,,broadway,,,
zum erbgericht,8,am markt,01833,stolpen,sachsen,deutschland,
independent financial golden,16800,w. colfax ave.,80401,golden,co,us,us
instituto nacional de seguridad y salud en el trabajo (insst),73,c/ torrelaguna,28027,madrid,madrid,es,es
,22,winklerstr.,09113,chemnitz,chemnitz,de,de
,95,via bure vecchia nord,51100,pistoia,,it,it
st. george lycabettus hotel,2,kleomenous,106 75,athens,tirane,gr,gr
premiere classe rungis - orly,18,rue du pont des halles,91450,rungis,val-de-marne,france,
st. stephens-in-the-field episcopal church,7269,santa teresa blvd,95139,san jose,écosse,united states,
,103,boulevard des etats,03200,vichy,,france,
,110,e. 2nd st,74103,tulsa,ok,united states of america,
cvs pharmacy,3130,queens chapel road,20782,hyattsville,md,,
east belmont church of god,320,catawba st,28012,belmont,,united states,
sparkasse kulmbach-kronach geschäftsstelle stockheim,6a,kronacher str.,96342,stockheim,,,
"sonnen-apotheke kurt walbe, inh. britta lensing e. k.",79,hömerichstr.,51643,gummersbach,,deutschland,
"zeugheersaal - hotel schweizerhof, zeugheersaal",3,schweizerhofquai,6002,luzern,,ch,ch
holiday inn seattle downtown - lake union,211,dexter avenue north,98109,seattle,washington,yhdysvallat,
,3640,pine ridge road,34109,naples,fl,united states,
mast general store asheville,15,biltmore ave,28801,asheville,nc,us,us
kijów.centrum (dawne kino kijów),34,al. krasińskiego,30-101,kraków,,polska,
,909,fulton st. se,55455,minneapolis,minnesota,united states,
houston lake country club,100,champions way,31069,perry,ga,us,us
super 8 by wyndham mcdonough ga,1171,hampton road,30253,mcdonough,georgia,estados unidos,
,2330,e moreland blvd.,53186,waukesha,wisconsin,us,us
,4,władysława jagiełły,32-600,oświęcim,małopolskie,,
hotel marais grands boulevards,112,boulevard de sebastopol,75003,parís,,francia,
,63,żywiecka,43-300,bielsko-biała,,polska,
,215,rio vermelho,41940360,salvador,,br,br
,5,rue violette,84000,avignon,,france,
,3855,ambrosia st,80109,castle rock,colorado,,
gc den egger,74,august nihoulstraat,3270,scherpenheuvel-zichem,,belgië,
spilimbergo – scuola mosaicisti del friuli,6,via corridoni,33097,spilimbergo,pordenone,italia,
investment realty inc,1703,n bishop avenue,65401,rolla,mo,,
the devil's triangle,2027,westlake ave,98121,seattle,wa,,
,11,kisdorfer weg,24568,kaltenkirchen,schleswig-holstein,germany,
,81,vorhelmer straße,59269,beckum,,de,de
,,,90342,umeå,,,
,4,grootzand,8601 aw,sneek,,netherlands,
,11,vía emilio ortuño,03501,benidorm,alicante,es,es
ostello olimpico vicenza,7,viale antonio giuriolo,,vicenza,vicenza,italia,
,70,boston turnpike,01545,shrewsbury,ma,,
vieux-couvent de saint-prime,614,rue principale,g8j 1t4,saint-prime,qc,schweiz,
springhill suites by marriott atlanta alpharetta,12730,deerfield parkway,30004,alpharetta,georgia,united states,
sailfish club,1338,n lake way,33480,palm beach,fl,united states,
,1,rue saint-pierre,60410,verberie,nord-pas-de-calais picardie,fr,fr
carver middle school,3325,w. battlefield road,65807,springfield,mo,,
,4529,west ocotillo road,85301,glendale,az,us,us
church of the transfiguration,4325,jarvis avenue,95118,san jose,ca,united states,
,1420,s. figueroa st,90015,los angeles,ca,,
omni san francisco hotel,500,california street,,san francisco,ca,,
,45,calle arabial,18004,granada,andalucía,es,es
,2151,peachford road,30338,atlanta,ga,,
hyatt place chicago/river north,66,west illinois street,60654,chicago,ilinóis,estados unidos,
,460,doyle ave,v1y 2a2,kelowna,bc,canada,
motel 6 valdosta university,2003,west hill avenue,31601,valdosta,georgia,united states,
nob hill motor inn,1630,pacific avenue,94109,san francisco,kaliforniya,abd,
,1,postpl.,93142,maxhütte-haidhof,bayern,germany,
,40,westminster street,02903,providence,rhode island,,
salisbury zoo,755,s park dr,21804,salisbury,md,us,us
,245,hennepin ave.,55401,minneapolis,mn,,
,569,amherst st,03063,nashua,nh,us,us
holiday inn & suites beckley,114,dry hill road,25801,beckley,west virginia,united states,
,1055,via tuscolana,00173,rome,,italy,
,12,keldersstrasse,42697,solingen,,de,de
market station,240,w 2nd street,64105,kansas city,mo,spanien,
staples ancaster store 59,1015,golf links road,,hamilton,on,ca,ca
north point blvd - m&t bank,5236,n point blvd,21219,sparrows point,md,,
,191,collins street,3000,melbourne,tirane,,
city taxi,36 a,koblenzer straße,53498,bad breisig,,,
,7,affinger str.,86167,augsburg,,de,de
sonic drive-in,602,market st north,24630,tazewell,va,us,us
the pickwick hotel,85,5th street,94103,san francisco,kalifornia,yhdysvallat,
public storage - merriam - 7100 w frontage road,7100,w frontage road,66203,merriam,ks,,
hotel don paco,53,salitre,29002,málaga,andalucía,españa,
,12-14,,4761 jk,zevenbergen,north brabant,netherlands,
,520,southwest broadway,97205,portland,oregón,estados unidos,
,38,rue du midi,58000,nevers,bourgogne,france,
,17,hauptstr.,35614,aßlar,aßlar,de,de
de swarte ruijter,7,holterbergweg,,holten,,niederlande,
ace hotel seattle,2423,1st avenue,98121,seattle,washington,mỹ,
,11,calle pez volador,28007,馬德里,,西班牙,
kaiser permanente addiction medicine and recovery servs,380,west macarthur boulevard,94609,oakland,ca,,
park mazda,983,fir street,t8a 4n5,sherwood park,ab,canada,
żabka,56,fryderyka chopina,96-503,sochaczew,mazowieckie,pl,pl
,706,east 300 south,84102,salt lake city,utah,usa,
,102,hüttenstraße,40215,40215 düsseldorf,,,
,24,rue malaveille,82200,moissac,,france,
,1,place du beffroi,,millau,,france,
,3200,calumet avenue,46383,valparaiso,indiana,,
,,,94589,vallejo,ca,,
,92,huttenstraße,06110,halle,,de,de
,2325,cerrillos rd,87505,santa fe,nm,,
taverna kirschbaum „kerasia“,105,unterfürberger str.,,fürth,,,
hyatt regency düsseldorf,19,speditionstr.,40221,düsseldorf,north rhine-westphalia,đức,
independence chamber of commerce,210,w. truman rd.,64050,independence,mo,united states,
courtyard fort lauderdale beach,440,seabreeze boulevard,33316,fort lauderdale,florida,ee. uu.,
,8,valley street,03103,manchester,new hampshire,,
институт традиционной восточной медицины,18,филипповский пер.,,москва,,,
hotel palazzo grillo,4,piazza delle vigne,16123,genoa,genoa,italy,
bodega cava de cano,2488,san martín,,luján de cuyo,,,
hilton miami airport blue lagoon,5101,blue lagoon drive,33126,miami,fl,united states,
,801,shipyard drive,19801,wilmington,de,us,us
,4330,west irving park road,60641,chicago,illinois,,
,33,boulevard carnot,49100,angers,maine-et-loire,france,
st.thomas of aquinas church,2725,elm st,94558,napa,ca,united states,
the buddy holly hall of performing arts and sciences,1300,mac davis ln,79401,lubbock,tx,united states,
the alpina gstaad,23,alpinastrasse,3780,gstaad,bern,suíça,
,136,emeryville drive,16066,cranberry twp.,pa,,
greer,111,trade street,29651,greer,sc,us,us
the fox and vivian leamington spa,32,clarendon avenue,cv32 4rz,royal leamington spa,,gb,gb
rathaus eppingen,1,marktplatz,75031,eppingen,,,
impact academy of arts and technology,2560,darwin street,94545,hayward,ca,,
,1,deforest ave,07078,summit,new jersey,united states,
calvary chapel tri-cities,10611,w. clearwater ave,99336,kennewick,wa,us,us
,500,ala moana blvd,96813,honolulu,hi,us,us
atria bay shore,53,ocean avenue,11706,bay shore,ny,,
entrada,453,13th street,92101,san diego,ca,,
"cardiel cannabis - sunland park, nm 88063",1685,mcnutt rd,88063,sunland park,nm,us,us
"candlewood suites macon, an ihg hotel",3957,river place drive,,macon,,us,us
,13429,interstate 20 w,75706,tyler,tx,,
,5,hugenottenplatz,91054,erlangen,bayern,de,de
boston pizza,2500,box springs blvd nw,t1c 0c8,medicine hat,ab,,
hotel metropol by maier privathotels,7,mittererstraße,80336,münchen,bayern,deutschland,
,30,zum suhrfeld,21220,seevetal-ohlendorf,niedersachsen,,
,107,merseburger straße,04177,leipzig,sachsen,deutschland,
,391,north main street,03784,lebanon,nh,united states,
thrifty,8,bildshofdi,110,reykjavik,capital region,iceland,
,4076,east avenue,94550,livermore,ca,,
,2550,w union hills dr,85027,phoenix,az,usa,
peters jens,65,bahnhofstr.,25782,tellingstedt,,,
hard rock hotel davos,2,tobelmühlestrasse,7270,davos,grisonia,suiza,
,2,watermolenweg,4191,geldermalsen,gelderland,niederlande,
buffalo wild wings,5275,va-7 b,22041,bailey's crossroads,virginia,united states,
west towne clinic urgent care clinic,7102,mineral point rd,53717,madison,wisconsin,,
,44,kleine houtstraat,2011 dn,haarlem,,netherlands,
,744,san antonio road,94303,palo alto,ca,,
,2400,sw golden bear way,34990,palm city,fl,,
,552,columbia st,v3l 1b1,new westminster,bc,,
restaurant l’escale gourmande,44,grande rue,25170,recologne,,,
,909,3rd street,95814,薩克拉門托,加利福尼亞州,美國,
the colony hotel,140,ocean avenue,04046,kennebunkport,maine,united states,
,145,schulenburger landstr.,30165,hannover,niedersachsen,de,de
online pharmacy scam | cottonwood tucson,4110,west sweetwater drive,85745,tucson,az,us,us
radisson hotel fort worth north-fossil creek,2540,meacham boulevard,76106,fort worth,texas,united states,
enoch turner schoolhouse,106,trinity st,,toronto,on,ca,ca
,4,steinerkirchner straße,4642,sattledt,,,
,10,jázmin u.,1083,budapest,vt,,
byron police department,232,west 2nd street,61010,byron,il,us,us
,82,oceanport ave,07739,little silver,nj,usa,
classic hotel,61,rruga sulejman delvina,1022,tirana,tirane,albania,
park grand london heathrow,449,great west road,tw5 0bu,hounslow,england,united kingdom,
,759,columbia turnpike,12061,east greenbush,new york,,
‪hotel restaurant kugel‬,17,kirchenstr.,54294,‪trier‬,راينلاند بالاتينات,ألمانيا,
hard rock hotel and casino,777,west cherokee street,74015,catoosa,ok,,
hotel la rosetta,19,piazza italia,06121,perugia,perugia,italia,
edward carter funeral director,15,newbury street,ox12 8bu,wantage,,uk,uk
broadmoor world arena,3185,venetucci blvd.,80906,colorado springs,co,us,us
,77,warren street,02135,brighton,ma,,
"weingut peter stübinger, leinsweiler",12,hauptstraße,76829,leinsweiler,,,
,3414,governors dr sw,35805,huntsville,al,,
best western plus  port of camas-washougal convention center,121,s 2nd street,98671,washougal,,united states,
,24,via luciano morganti,20099,sesto san giovanni,,,
,2919,n. litchfield rd.,85395,goodyear,az,,
,12,viale vittorio emanuele ii,24121,bergamo,lombardia,,
exchange,72-73,old market,bs2 0ej,bristol,,,
brooksville country club,23446,links drive,34601,brooksville,fl,united states,
wähling jan bestattungsinstitut,10,kuhberg,25355,barmstedt,,,
,1,anni-albers-platz,,bottrop,bottrop,,
,1,industriestraße,92360,mühlhausen,bayern,de,de
,22,kaiserstraße,90403,νυρεμβέργη,bavaria,γερμανία,
life storage,700,mountain rd,06010,bristol,connecticut,usa,
days inn by wyndham batavia oh,2188,winemiller lane,45103,batavia,oh,us,us
,8349,folsom blvd,95826,sacramento,ca,us,us
pane bianco central,4404,n central ave,85012,phoenix,az,us,us
,3250,clear lake ave,62702,springfield,il,us,us
royal room,5000,rainier ave s,98118,seattle,wa,united states,
atisha cocktail & shisha lounge,5,an der münze,41460,neuss,nordrhein-westfalen,,
hotel holiday thun,1,gwattstrasse,3604,thun,,,
pangea groves,5018,lemans dr,,indianapolis,zh,,
,35,montauk highway,11968,southampton,new york,,
,333,hempstead ave # b,11565,malverne,ny,usa,
american airlines center,2500,victory ave.,75219,dallas,tx,us,us
meijer sandusky,4702,milan rd,44870,sandusky,oh,,
,27,carrer cervantes,07820,san antonio de portmany,ibiza,españa,
,1419,w pine st,99362,walla walla,wa,,
,265,parramatta road,2144,auburn,,au,au
,198,central ave,10607,white plains,ny,united states of america,
,4,richard-bullinger-straße,73525,schwäbisch gmünd,bw,de,de
,165,capitol avenue,06106,hartford,connecticut,,
temple sinai,1,community rd.,01945,marblehead,ma,united states,
best western la place inn,4289,main st,70068,laplace,louisiane,états-unis,
premier inn freiburg city süd hotel,19,heinrich-von-stephan-straße,79100,freiburg,baden-württemberg,deutschland,
